Bradesco,ViaVarejo,Vale,Ambev,PetroBras
21.709999084472656,56.369998931884766,14.449999809265137,15.859999656677246,22.229999542236328
22.450000762939453,57.31999969482422,14.710000038146973,16.3700008392334,22.649999618530273
21.950000762939453,56.41999816894531,14.640000343322754,17.549999237060547,22.139999389648438
22.270000457763672,56.970001220703125,14.850000381469727,17.6200008392334,22.510000228881836
21.959999084472656,57.650001525878906,14.0,17.649999618530273,22.15999984741211
22.329999923706055,61.70000076293945,13.90999984741211,17.75,22.899999618530273
22.700000762939453,61.790000915527344,14.289999961853027,18.450000762939453,23.34000015258789
22.299999237060547,60.119998931884766,14.050000190734863,19.0,22.719999313354492
22.40999984741211,61.040000915527344,14.15999984741211,19.719999313354492,22.739999771118164
22.6200008392334,60.79999923706055,14.119999885559082,21.170000076293945,22.739999771118164
23.229999542236328,59.70000076293945,14.680000305175781,20.6200008392334,23.3700008392334
22.829999923706055,59.2400016784668,14.710000038146973,21.290000915527344,23.049999237060547
22.5,58.849998474121094,14.399999618530273,19.799999237060547,22.56999969482422
22.639999389648438,58.599998474121094,14.930000305175781,19.540000915527344,22.729999542236328
23.68000030517578,61.369998931884766,15.279999732971191,18.90999984741211,23.200000762939453
23.520000457763672,60.34000015258789,15.09000015258789,20.40999984741211,22.799999237060547
24.260000228881836,62.95000076293945,15.149999618530273,20.1200008392334,23.170000076293945
23.40999984741211,61.27000045776367,14.550000190734863,20.200000762939453,22.81999969482422
22.440000534057617,60.709999084472656,13.899999618530273,19.520000457763672,22.200000762939453
22.200000762939453,60.2599983215332,13.710000038146973,20.110000610351562,21.799999237060547
21.719999313354492,60.70000076293945,13.399999618530273,19.860000610351562,21.780000686645508
21.81999969482422,62.189998626708984,13.180000305175781,20.0,23.18000030517578
21.969999313354492,61.83000183105469,13.260000228881836,19.59000015258789,23.219999313354492
21.84000015258789,60.45000076293945,13.3100004196167,19.030000686645508,22.790000915527344
22.030000686645508,62.20000076293945,13.239999771118164,19.170000076293945,23.450000762939453
21.850000381469727,60.279998779296875,13.40999984741211,18.739999771118164,23.079999923706055
21.649999618530273,61.5,13.479999542236328,18.15999984741211,23.479999542236328
21.200000762939453,60.349998474121094,13.210000038146973,18.780000686645508,22.84000015258789
21.229999542236328,61.349998474121094,13.260000228881836,18.600000381469727,22.670000076293945
20.610000610351562,62.22999954223633,12.850000381469727,17.540000915527344,22.600000381469727
20.829999923706055,63.060001373291016,13.079999923706055,18.969999313354492,23.020000457763672
20.75,62.38999938964844,12.850000381469727,19.280000686645508,22.889999389648438
20.700000762939453,62.95000076293945,12.880000114440918,19.549999237060547,22.729999542236328
20.700000762939453,62.20000076293945,12.970000267028809,19.739999771118164,22.559999465942383
21.170000076293945,62.959999084472656,12.859999656677246,20.350000381469727,22.969999313354492
21.170000076293945,61.619998931884766,12.75,20.700000762939453,22.8700008392334
20.729999542236328,61.75,12.699999809265137,20.290000915527344,22.219999313354492
21.040000915527344,60.790000915527344,12.680000305175781,20.360000610351562,22.149999618530273
21.469999313354492,61.099998474121094,12.75,20.219999313354492,22.540000915527344
20.739999771118164,59.68000030517578,12.3100004196167,20.5,21.889999389648438
21.15999984741211,61.7599983215332,12.649999618530273,20.469999313354492,22.8700008392334
21.1200008392334,61.31999969482422,12.760000228881836,20.610000610351562,22.799999237060547
21.950000762939453,59.31999969482422,12.600000381469727,19.190000534057617,22.8799991607666
21.969999313354492,60.4900016784668,12.600000381469727,18.899999618530273,22.920000076293945
21.6200008392334,59.27000045776367,12.350000381469727,18.149999618530273,22.260000228881836
21.559999465942383,60.0,12.350000381469727,18.510000228881836,22.729999542236328
20.850000381469727,58.529998779296875,12.3100004196167,18.020000457763672,22.1200008392334
20.459999084472656,61.95000076293945,12.039999961853027,17.959999084472656,21.8799991607666
20.700000762939453,61.90999984741211,12.569999694824219,18.3700008392334,21.68000030517578
20.479999542236328,62.599998474121094,12.890000343322754,18.549999237060547,21.670000076293945
20.520000457763672,60.970001220703125,12.5600004196167,18.15999984741211,21.729999542236328
20.56999969482422,62.08000183105469,13.15999984741211,18.079999923706055,22.149999618530273
20.079999923706055,61.65999984741211,12.789999961853027,17.43000030517578,21.649999618530273
19.780000686645508,60.0,12.729999542236328,17.450000762939453,20.899999618530273
19.899999618530273,57.810001373291016,12.800000190734863,17.579999923706055,20.799999237060547
19.43000030517578,59.099998474121094,12.4399995803833,16.93000030517578,20.229999542236328
19.799999237060547,58.65999984741211,12.670000076293945,17.040000915527344,20.399999618530273
19.780000686645508,59.25,12.84000015258789,17.719999313354492,20.1299991607666
19.719999313354492,58.779998779296875,12.479999542236328,17.290000915527344,19.6299991607666
19.25,58.349998474121094,12.350000381469727,16.969999313354492,19.309999465942383
19.40999984741211,59.11000061035156,12.539999961853027,17.350000381469727,19.610000610351562
19.5,58.86000061035156,12.699999809265137,17.8700008392334,19.850000381469727
19.639999389648438,58.31999969482422,12.529999732971191,17.309999465942383,19.020000457763672
19.920000076293945,59.59000015258789,12.8100004196167,17.8700008392334,20.030000686645508
19.850000381469727,58.619998931884766,13.34000015258789,18.170000076293945,19.93000030517578
19.639999389648438,60.16999816894531,13.529999732971191,17.90999984741211,19.790000915527344
20.649999618530273,61.290000915527344,13.680000305175781,18.389999389648438,20.440000534057617
20.739999771118164,61.599998474121094,13.569999694824219,18.90999984741211,19.799999237060547
20.860000610351562,62.13999938964844,13.75,19.440000534057617,20.1299991607666
20.8799991607666,63.0,13.800000190734863,19.270000457763672,19.969999313354492
20.739999771118164,62.470001220703125,13.4399995803833,19.459999084472656,19.75
20.329999923706055,62.2400016784668,13.270000457763672,19.3700008392334,19.329999923706055
20.610000610351562,61.95000076293945,13.149999618530273,19.229999542236328,19.520000457763672
21.5,61.84000015258789,13.380000114440918,19.920000076293945,20.18000030517578
21.719999313354492,62.849998474121094,13.369999885559082,20.1299991607666,20.15999984741211
22.719999313354492,63.099998474121094,13.569999694824219,20.170000076293945,20.84000015258789
22.6200008392334,63.45000076293945,13.890000343322754,20.290000915527344,20.56999969482422
22.899999618530273,62.5,14.199999809265137,19.610000610351562,20.25
22.260000228881836,62.529998779296875,13.720000267028809,18.8799991607666,19.8799991607666
21.0,60.2599983215332,13.369999885559082,17.489999771118164,18.670000076293945
20.790000915527344,62.02000045776367,12.890000343322754,18.25,19.290000915527344
20.15999984741211,60.54999923706055,12.180000305175781,17.15999984741211,18.940000534057617
20.850000381469727,63.34000015258789,12.779999732971191,17.1200008392334,19.649999618530273
20.68000030517578,61.58000183105469,12.819999694824219,18.059999465942383,19.719999313354492
21.0,62.54999923706055,13.329999923706055,19.1200008392334,19.889999389648438
20.950000762939453,63.189998626708984,13.25,19.219999313354492,19.75
22.940000534057617,63.189998626708984,14.220000267028809,18.540000915527344,21.610000610351562
24.420000076293945,63.15999984741211,15.210000038146973,17.84000015258789,23.079999923706055
24.31999969482422,63.599998474121094,14.899999618530273,18.84000015258789,22.8799991607666
23.360000610351562,62.66999816894531,14.619999885559082,17.760000228881836,21.90999984741211
24.190000534057617,63.25,15.109999656677246,17.850000381469727,22.6299991607666
25.260000228881836,64.91999816894531,15.359999656677246,17.81999969482422,23.290000915527344
25.399999618530273,66.97000122070312,15.460000038146973,17.8700008392334,23.690000534057617
24.6200008392334,66.44999694824219,14.84000015258789,17.6200008392334,23.549999237060547
24.639999389648438,67.72000122070312,14.729999542236328,17.940000534057617,23.81999969482422
24.479999542236328,71.29000091552734,14.65999984741211,17.799999237060547,25.100000381469727
25.579999923706055,74.80000305175781,14.75,18.440000534057617,26.219999313354492
25.25,75.5,14.489999771118164,18.700000762939453,26.25
24.84000015258789,76.56999969482422,14.420000076293945,19.209999084472656,25.81999969482422
24.639999389648438,78.44000244140625,14.319999694824219,18.489999771118164,25.5
24.299999237060547,78.0,13.979999542236328,17.75,24.899999618530273
25.65999984741211,81.25,14.680000305175781,17.149999618530273,25.600000381469727
25.920000076293945,79.83999633789062,14.880000114440918,17.1200008392334,25.90999984741211
25.579999923706055,78.95999908447266,14.699999809265137,17.209999084472656,26.639999389648438
25.799999237060547,81.9800033569336,14.739999771118164,17.510000228881836,27.530000686645508
25.969999313354492,82.94999694824219,14.970000267028809,17.43000030517578,27.0
25.65999984741211,82.9000015258789,15.050000190734863,17.700000762939453,26.65999984741211
25.729999542236328,82.69999694824219,15.260000228881836,17.209999084472656,26.940000534057617
26.790000915527344,85.0,15.6899995803833,17.020000457763672,27.81999969482422
26.579999923706055,84.86000061035156,15.5,16.81999969482422,27.56999969482422
26.440000534057617,83.55000305175781,15.319999694824219,16.829999923706055,27.6200008392334
26.440000534057617,84.5,15.5600004196167,17.020000457763672,27.850000381469727
27.040000915527344,86.22000122070312,15.819999694824219,17.100000381469727,28.190000534057617
27.170000076293945,87.19999694824219,16.059999465942383,16.969999313354492,28.239999771118164
27.219999313354492,87.80000305175781,15.859999656677246,16.81999969482422,28.100000381469727
26.559999465942383,86.86000061035156,15.420000076293945,16.149999618530273,27.020000457763672
27.100000381469727,86.94000244140625,15.510000228881836,15.9399995803833,27.280000686645508
27.719999313354492,87.36000061035156,15.5,16.1299991607666,27.950000762939453
27.989999771118164,87.30999755859375,15.770000457763672,16.59000015258789,28.18000030517578
27.530000686645508,87.06999969482422,15.949999809265137,16.579999923706055,28.270000457763672
27.139999389648438,87.44999694824219,15.649999618530273,16.15999984741211,28.34000015258789
26.43000030517578,91.45999908447266,15.479999542236328,16.170000076293945,28.90999984741211
26.25,93.0,15.8100004196167,16.219999313354492,30.040000915527344
27.1200008392334,96.05000305175781,16.1299991607666,15.489999771118164,30.100000381469727
27.84000015258789,102.31999969482422,16.049999237060547,15.079999923706055,31.0
27.600000381469727,102.0,16.530000686645508,15.529999732971191,31.1200008392334
27.110000610351562,101.9800033569336,16.100000381469727,15.119999885559082,30.860000610351562
27.09000015258789,99.19000244140625,16.799999237060547,15.170000076293945,30.6299991607666
26.68000030517578,96.22000122070312,16.170000076293945,14.850000381469727,29.149999618530273
27.5,97.80000305175781,16.260000228881836,14.899999618530273,29.450000762939453
26.739999771118164,93.55000305175781,15.949999809265137,14.579999923706055,28.1200008392334
26.829999923706055,94.30999755859375,16.219999313354492,14.539999961853027,28.06999969482422
26.399999618530273,94.05999755859375,16.270000457763672,14.319999694824219,28.690000534057617
25.850000381469727,92.31999969482422,16.020000457763672,14.569999694824219,28.209999084472656
25.479999542236328,93.36000061035156,15.609999656677246,14.260000228881836,27.549999237060547
25.010000228881836,93.16999816894531,15.149999618530273,14.1899995803833,27.09000015258789
24.40999984741211,91.75,15.399999618530273,14.520000457763672,27.0
24.760000228881836,89.19999694824219,15.399999618530273,14.15999984741211,27.399999618530273
25.530000686645508,91.0999984741211,15.539999961853027,15.289999961853027,27.760000228881836
24.739999771118164,87.94999694824219,15.109999656677246,14.6899995803833,26.690000534057617
25.25,91.2699966430664,15.600000381469727,14.380000114440918,27.530000686645508
25.1299991607666,87.66000366210938,15.609999656677246,15.279999732971191,28.65999984741211
25.25,90.43000030517578,15.680000305175781,15.079999923706055,28.940000534057617
26.010000228881836,89.29000091552734,15.600000381469727,15.0,28.81999969482422
25.8700008392334,92.69000244140625,15.520000457763672,15.079999923706055,28.84000015258789
25.31999969482422,94.01000213623047,14.9399995803833,15.220000267028809,28.110000610351562
25.450000762939453,94.25,14.960000038146973,14.930000305175781,27.540000915527344
25.170000076293945,94.69999694824219,15.010000228881836,14.350000381469727,27.799999237060547
25.200000762939453,93.0999984741211,14.949999809265137,14.600000381469727,28.079999923706055
25.200000762939453,93.88999938964844,14.789999961853027,14.479999542236328,28.440000534057617
24.90999984741211,97.4000015258789,14.789999961853027,14.489999771118164,29.270000457763672
24.700000762939453,97.7699966430664,14.890000343322754,14.0,27.329999923706055
23.079999923706055,95.3499984741211,14.579999923706055,12.9399995803833,21.670000076293945
24.18000030517578,96.94999694824219,14.6899995803833,13.1899995803833,24.059999465942383
24.010000228881836,97.93000030517578,14.680000305175781,13.270000457763672,24.399999618530273
23.489999771118164,95.70999908447266,14.199999809265137,12.609999656677246,23.190000534057617
23.0,94.5199966430664,14.020000457763672,11.869999885559082,22.239999771118164
22.239999771118164,98.56999969482422,13.770000457763672,12.109999656677246,22.0
22.81999969482422,101.5999984741211,13.989999771118164,12.020000457763672,21.989999771118164
23.020000457763672,100.3499984741211,14.170000076293945,11.920000076293945,21.190000534057617
23.90999984741211,98.86000061035156,14.779999732971191,12.109999656677246,22.219999313354492
25.040000915527344,100.20999908447266,15.079999923706055,12.029999732971191,22.389999389648438
24.149999618530273,99.66999816894531,14.6899995803833,11.539999961853027,21.100000381469727
24.350000381469727,98.66999816894531,15.15999984741211,10.979999542236328,21.59000015258789
24.760000228881836,97.1500015258789,15.270000457763672,11.869999885559082,22.34000015258789
25.190000534057617,99.69999694824219,15.09000015258789,12.319999694824219,23.290000915527344
25.020000457763672,97.4000015258789,15.029999732971191,11.800000190734863,23.170000076293945
25.3700008392334,96.81999969482422,15.300000190734863,12.239999771118164,23.649999618530273
24.950000762939453,96.51000213623047,15.050000190734863,12.0,23.280000686645508
25.989999771118164,97.9000015258789,15.420000076293945,12.1899995803833,24.079999923706055
26.469999313354492,96.16000366210938,15.300000190734863,11.609999656677246,23.239999771118164
26.739999771118164,94.77999877929688,15.600000381469727,12.15999984741211,24.0
26.600000381469727,93.20999908447266,15.539999961853027,12.079999923706055,23.520000457763672
26.309999465942383,91.05999755859375,15.079999923706055,12.109999656677246,22.799999237060547
26.040000915527344,93.1500015258789,14.800000190734863,11.4399995803833,22.81999969482422
26.6200008392334,92.44000244140625,14.989999771118164,12.039999961853027,23.200000762939453
26.799999237060547,95.52999877929688,15.149999618530273,11.970000267028809,23.459999084472656
