Bradesco,ViaVarejo,Vale,Ambev,PetroBras
17.490909576416016,35.189998626708984,12.050000190734863,4.96999979019165,12.0
16.063636779785156,34.099998474121094,11.510000228881836,4.409999847412109,11.5
18.4818172454834,37.63999938964844,11.289999961853027,5.010000228881836,13.25
19.863636016845703,40.849998474121094,11.649999618530273,5.710000038146973,14.319999694824219
20.281818389892578,42.0,12.800000190734863,5.699999809265137,14.390000343322754
18.96363639831543,40.099998474121094,12.489999771118164,5.699999809265137,13.300000190734863
19.55454444885254,41.77000045776367,12.550000190734863,5.449999809265137,13.380000114440918
18.881818771362305,43.220001220703125,11.920000076293945,5.28000020980835,13.989999771118164
18.05454444885254,43.369998931884766,11.6899995803833,4.650000095367432,14.300000190734863
18.136362075805664,42.779998779296875,11.989999771118164,4.380000114440918,15.510000228881836
17.46363639831543,40.5,11.390000343322754,4.099999904632568,15.34000015258789
19.118181228637695,43.130001068115234,11.859999656677246,4.360000133514404,15.770000457763672
19.836362838745117,43.779998779296875,12.40999984741211,4.420000076293945,16.399999618530273
20.363636016845703,43.5099983215332,12.3100004196167,5.03000020980835,17.31999969482422
20.35454559326172,43.279998779296875,12.100000381469727,5.150000095367432,16.81999969482422
20.881818771362305,44.56999969482422,12.100000381469727,5.429999828338623,16.93000030517578
21.110000610351562,44.529998779296875,12.09000015258789,6.090000152587891,16.729999542236328
20.5,43.189998626708984,11.90999984741211,6.320000171661377,16.3799991607666
19.969999313354492,42.7599983215332,11.449999809265137,6.409999847412109,15.720000267028809
20.360000610351562,44.0,11.600000381469727,6.480000019073486,16.1299991607666
19.700000762939453,42.459999084472656,11.609999656677246,6.590000152587891,15.949999809265137
19.6299991607666,42.900001525878906,11.619999885559082,7.400000095367432,16.75
19.350000381469727,43.5099983215332,11.550000190734863,7.360000133514404,16.950000762939453
17.84000015258789,43.7599983215332,11.109999656677246,6.380000114440918,15.949999809265137
18.360000610351562,44.54999923706055,11.609999656677246,7.570000171661377,16.450000762939453
19.969999313354492,44.61000061035156,11.699999809265137,9.039999961853027,17.25
20.639999389648438,46.72999954223633,11.670000076293945,9.180000305175781,18.200000762939453
19.149999618530273,44.86000061035156,11.34000015258789,9.180000305175781,18.049999237060547
18.299999237060547,43.93000030517578,11.760000228881836,9.5,17.3799991607666
18.299999237060547,43.70000076293945,11.9399995803833,9.699999809265137,17.940000534057617
17.920000076293945,44.33000183105469,11.829999923706055,10.010000228881836,17.280000686645508
17.149999618530273,46.04999923706055,11.539999961853027,9.739999771118164,17.440000534057617
17.920000076293945,48.849998474121094,12.039999961853027,8.850000381469727,18.479999542236328
17.649999618530273,47.72999954223633,11.9399995803833,8.880000114440918,18.149999618530273
17.100000381469727,47.459999084472656,11.720000267028809,8.550000190734863,18.139999389648438
16.950000762939453,48.540000915527344,11.260000228881836,9.140000343322754,17.59000015258789
17.8799991607666,48.09000015258789,11.739999771118164,9.020000457763672,17.399999618530273
17.110000610351562,48.04999923706055,11.640000343322754,8.680000305175781,17.149999618530273
18.010000228881836,51.2599983215332,12.100000381469727,8.869999885559082,18.540000915527344
17.479999542236328,52.29999923706055,11.9399995803833,9.289999961853027,18.68000030517578
17.65999984741211,52.5,12.140000343322754,9.15999984741211,19.299999237060547
18.639999389648438,51.130001068115234,11.880000114440918,9.489999771118164,19.190000534057617
18.75,50.27000045776367,11.739999771118164,9.699999809265137,18.670000076293945
20.079999923706055,50.099998474121094,12.270000457763672,11.210000038146973,19.479999542236328
19.209999084472656,49.20000076293945,12.529999732971191,11.569999694824219,19.670000076293945
19.540000915527344,50.63999938964844,13.380000114440918,12.180000305175781,19.93000030517578
19.100000381469727,50.09000015258789,12.819999694824219,12.579999923706055,19.770000457763672
18.950000762939453,53.0,12.479999542236328,12.399999618530273,20.34000015258789
19.799999237060547,53.41999816894531,12.600000381469727,13.430000305175781,20.329999923706055
20.670000076293945,53.41999816894531,12.970000267028809,13.279999732971191,21.399999618530273
21.59000015258789,53.65999984741211,13.25,13.479999542236328,21.469999313354492
21.899999618530273,55.65999984741211,13.380000114440918,13.949999809265137,21.43000030517578
22.299999237060547,54.61000061035156,14.050000190734863,14.850000381469727,22.100000381469727
23.469999313354492,54.779998779296875,14.600000381469727,15.5,22.530000686645508
22.950000762939453,54.9900016784668,14.319999694824219,14.970000267028809,21.719999313354492
21.8799991607666,54.20000076293945,13.960000038146973,14.949999809265137,21.399999618530273
21.6299991607666,53.400001525878906,13.569999694824219,14.640000343322754,20.600000381469727
21.149999618530273,53.880001068115234,13.430000305175781,15.619999885559082,20.700000762939453
22.030000686645508,55.38999938964844,13.260000228881836,15.149999618530273,21.3700008392334
22.3799991607666,56.20000076293945,13.770000457763672,15.140000343322754,21.440000534057617
22.299999237060547,56.16999816894531,13.680000305175781,15.130000114440918,21.600000381469727
22.360000610351562,55.16999816894531,13.84000015258789,15.180000305175781,21.469999313354492
21.579999923706055,55.0,14.109999656677246,14.899999618530273,20.950000762939453
21.549999237060547,55.59000015258789,13.930000305175781,15.029999732971191,21.649999618530273
20.850000381469727,55.38999938964844,13.680000305175781,14.579999923706055,21.0
21.350000381469727,56.0,14.180000305175781,14.550000190734863,21.469999313354492
20.690000534057617,55.619998931884766,13.949999809265137,14.289999961853027,20.84000015258789
21.40999984741211,55.630001068115234,14.260000228881836,15.380000114440918,21.65999984741211
20.700000762939453,55.91999816894531,14.140000343322754,15.3100004196167,21.549999237060547
21.15999984741211,54.540000915527344,14.359999656677246,15.989999771118164,21.709999084472656
21.209999084472656,55.4900016784668,14.170000076293945,15.390000343322754,22.059999465942383
21.350000381469727,55.2599983215332,14.140000343322754,15.550000190734863,21.979999542236328
22.649999618530273,56.56999969482422,14.359999656677246,15.960000038146973,22.510000228881836
